,Name,income,income_per_capita,employment_labor_force,employment_civilian_labor_force,employment_employed,employment_unemployed,employment_male_business_and_financial_operations_occupations,employment_male_computer_engineering_and_science_occupations,employment_male_computer_and_mathematical_occupations,employment_female_business_and_financial_operations_occupations,employment_female_computer_engineering_and_science_occupations,employment_female_computer_and_mathematical_occupations,poverty,age,population,median_gross_rent,median_home_value,education_none,education_high_school,education_ged,education_associates,education_bachelors,education_masters,education_professional,education_doctorate,state,Year
84,New York,58003.0,32382.0,10009187.0,9984364.0,9062757.0,921607.0,224819.0,289022.0,148459.0,238898.0,111807.0,52426.0,2903982.0,38.1,19487053.0,1088.0,288200.0,229185.0,3096154.0,490255.0,1113374.0,2491222.0,1357039.0,357336.0,180903.0,36,2013
85,North Carolina,46334.0,25284.0,4850140.0,4762407.0,4234977.0,527430.0,79702.0,151260.0,73826.0,106041.0,57585.0,29106.0,1643389.0,37.6,9651380.0,776.0,153600.0,80438.0,1453891.0,279241.0,557054.0,1154451.0,420219.0,96472.0,76267.0,37,2013
86,North Dakota,53741.0,29732.0,389669.0,384229.0,371612.0,12617.0,5813.0,10790.0,3934.0,8797.0,3626.0,1375.0,79433.0,36.4,689781.0,645.0,132400.0,2534.0,105602.0,16593.0,57325.0,88476.0,23474.0,6122.0,4470.0,38,2013
87,Ohio,48308.0,26046.0,5859516.0,5849339.0,5266386.0,582953.0,106972.0,186294.0,84590.0,130101.0,59941.0,30399.0,1773853.0,39.0,11549590.0,718.0,130800.0,65640.0,2392326.0,295839.0,607861.0,1227819.0,521105.0,122484.0,77052.0,39,2013
88,Oklahoma,45339.0,24208.0,1834366.0,1814246.0,1686404.0,127842.0,28600.0,52393.0,22321.0,40027.0,14816.0,7772.0,618683.0,36.2,3785742.0,699.0,112800.0,21416.0,659615.0,123138.0,171995.0,387885.0,135398.0,33558.0,21616.0,40,2013
89,Oregon,50229.0,26809.0,1961287.0,1958085.0,1736894.0,221191.0,33802.0,76188.0,34314.0,44246.0,24873.0,11386.0,614778.0,38.7,3868721.0,875.0,238000.0,25023.0,532503.0,117807.0,216675.0,494922.0,201237.0,52789.0,36357.0,41,2013
90,Pennsylvania,52548.0,28502.0,6503761.0,6496409.0,5914876.0,581533.0,130381.0,221754.0,100804.0,144030.0,80254.0,38391.0,1638820.0,40.3,12731381.0,813.0,164700.0,83093.0,2883622.0,344363.0,661608.0,1468125.0,656458.0,162842.0,112239.0,42,2013
91,Rhode Island,56361.0,30469.0,569175.0,565990.0,509865.0,56125.0,9438.0,18845.0,8465.0,13491.0,7100.0,3519.0,137244.0,39.6,1051695.0,918.0,247400.0,12556.0,161877.0,31725.0,59198.0,134313.0,62811.0,15593.0,10473.0,44,2013
92,South Carolina,44779.0,23943.0,2295655.0,2261467.0,2003023.0,258444.0,32588.0,64184.0,24993.0,45643.0,19911.0,9523.0,820308.0,38.1,4679602.0,768.0,137400.0,37195.0,797948.0,135284.0,270022.0,501193.0,205214.0,44061.0,30814.0,45,2013
93,South Dakota,49495.0,25740.0,444211.0,441241.0,418991.0,22250.0,5890.0,11136.0,4166.0,8787.0,3763.0,1692.0,112086.0,36.9,825198.0,632.0,132400.0,2855.0,147480.0,23773.0,54810.0,98423.0,29152.0,7536.0,5623.0,46,2013
94,Tennessee,44298.0,24409.0,3140665.0,3123630.0,2806948.0,316682.0,50278.0,81293.0,34987.0,64821.0,28693.0,14607.0,1101732.0,38.2,6402387.0,742.0,139200.0,48266.0,1158626.0,261104.0,272396.0,657028.0,251451.0,67515.0,47554.0,47,2013
95,Texas,51900.0,26019.0,12691031.0,12589173.0,11569041.0,1020132.0,246579.0,459759.0,209558.0,293841.0,137193.0,72557.0,4416829.0,33.8,25639373.0,851.0,128900.0,303998.0,3329384.0,741316.0,1041307.0,2850532.0,1030911.0,243470.0,161082.0,48,2013
96,Vermont,54267.0,29167.0,348495.0,347896.0,324350.0,23546.0,5738.0,12520.0,4822.0,7792.0,4694.0,1974.0,70873.0,42.0,625904.0,875.0,216800.0,2062.0,117187.0,16183.0,36977.0,91084.0,42865.0,9776.0,7141.0,50,2013
97,Utah,58821.0,23873.0,1382365.0,1377158.0,1275709.0,101449.0,32134.0,63652.0,33541.0,28857.0,15332.0,7504.0,350205.0,29.6,2813673.0,856.0,212800.0,11477.0,334880.0,45151.0,150873.0,327448.0,112367.0,26030.0,21588.0,49,2013
98,Virginia,63907.0,33493.0,4303611.0,4188480.0,3885351.0,303129.0,106405.0,223832.0,133394.0,130268.0,82122.0,53677.0,887595.0,37.5,8100653.0,1087.0,244600.0,60423.0,1159800.0,205778.0,378176.0,1113869.0,580019.0,130878.0,86267.0,51,2013
99,Washington,59478.0,30742.0,3526776.0,3476885.0,3149730.0,327155.0,68268.0,183532.0,96495.0,85632.0,57388.0,28679.0,893211.0,37.3,6819579.0,973.0,262100.0,49296.0,898659.0,178852.0,435658.0,932008.0,370861.0,92112.0,63021.0,53,2013
100,West Virginia,41043.0,22966.0,826225.0,824983.0,755632.0,69351.0,11145.0,21881.0,8539.0,13815.0,6641.0,3201.0,321546.0,41.5,1853619.0,611.0,98500.0,10965.0,443556.0,84691.0,81983.0,146020.0,64710.0,16721.0,10046.0,54,2013
101,Wisconsin,52413.0,27523.0,3082381.0,3079100.0,2839636.0,239464.0,53557.0,102868.0,44831.0,73462.0,35793.0,18454.0,723730.0,38.7,5706871.0,759.0,167100.0,30911.0,1121823.0,135022.0,367424.0,679310.0,250094.0,58613.0,38711.0,55,2013
102,Wyoming,57406.0,28902.0,309519.0,306583.0,289823.0,16760.0,3853.0,8552.0,1953.0,5304.0,2466.0,719.0,63743.0,36.8,570134.0,764.0,185900.0,1169.0,92636.0,20209.0,38209.0,62047.0,21918.0,4776.0,4167.0,56,2013
103,Puerto Rico,19624.0,11068.0,1348444.0,1346962.0,1099138.0,247824.0,22291.0,22463.0,7735.0,30324.0,10360.0,3012.0,1644128.0,37.5,3682966.0,454.0,121200.0,71327.0,566645.0,74604.0,217542.0,409750.0,103812.0,30030.0,19486.0,72,2013
104,Alabama,43511.0,23936.0,2253005.0,2239169.0,2010453.0,228716.0,32654.0,69924.0,29039.0,44148.0,21709.0,11524.0,889710.0,38.2,4817678.0,715.0,123800.0,41671.0,824979.0,174782.0,243873.0,465268.0,196935.0,47795.0,31815.0,01,2014
105,Alaska,71829.0,33129.0,396856.0,380080.0,347983.0,32097.0,5775.0,14290.0,4194.0,9082.0,4683.0,1292.0,71866.0,33.4,728300.0,1131.0,246300.0,2924.0,103345.0,23266.0,37684.0,82261.0,32681.0,7370.0,5126.0,02,2014
106,Arizona,49928.0,25537.0,3076534.0,3059049.0,2754982.0,304067.0,60931.0,114914.0,55627.0,72310.0,35838.0,19445.0,1169309.0,36.5,6561516.0,905.0,162900.0,55703.0,877163.0,172916.0,360743.0,733845.0,306410.0,71569.0,49252.0,04,2014
107,Arkansas,41264.0,22595.0,1372077.0,1366807.0,1251717.0,115090.0,19550.0,30326.0,14706.0,23657.0,10583.0,6227.0,549303.0,37.6,2947036.0,675.0,108700.0,22572.0,564546.0,117905.0,121464.0,263299.0,98442.0,24187.0,16663.0,05,2014
108,California,61489.0,29906.0,19108876.0,18975006.0,16890442.0,2084564.0,371889.0,774535.0,379789.0,468492.0,273070.0,126459.0,6115244.0,35.6,38066920.0,1243.0,371400.0,624808.0,4597854.0,555403.0,1934950.0,4870524.0,1889640.0,575093.0,373652.0,06,2014
109,Colorado,59448.0,31674.0,2811701.0,2779944.0,2560703.0,219241.0,62157.0,138781.0,72383.0,79572.0,47208.0,23545.0,663861.0,36.2,5197580.0,969.0,239400.0,30061.0,626538.0,132797.0,284385.0,819675.0,344986.0,73307.0,55716.0,08,2014
110,Delaware,60231.0,30191.0,469071.0,465922.0,426103.0,39819.0,9616.0,18094.0,8631.0,12468.0,7112.0,3416.0,107101.0,39.1,917060.0,1012.0,232900.0,6795.0,174313.0,21493.0,45599.0,108647.0,52733.0,11146.0,10238.0,10,2014
111,District of Columbia,69235.0,46502.0,367510.0,364334.0,325838.0,38496.0,14893.0,19458.0,10116.0,17988.0,12795.0,6863.0,109378.0,33.7,633736.0,1302.0,454500.0,4996.0,70158.0,12373.0,13854.0,103179.0,79033.0,37053.0,17109.0,11,2014
112,Connecticut,69899.0,38480.0,1962119.0,1953521.0,1766934.0,186587.0,49829.0,77955.0,36998.0,52046.0,28124.0,13928.0,364740.0,40.3,3592053.0,1069.0,274500.0,24122.0,599157.0,78730.0,180321.0,506662.0,290414.0,71488.0,39987.0,09,2014
113,Florida,47212.0,26499.0,9415088.0,9359928.0,8335023.0,1024905.0,170456.0,248843.0,130135.0,202792.0,81383.0,44082.0,3159259.0,41.2,19361792.0,998.0,156200.0,189444.0,3452667.0,571385.0,1242532.0,2324792.0,889974.0,267663.0,146998.0,12,2014
114,Georgia,49342.0,25427.0,4868842.0,4819365.0,4300074.0,519291.0,90900.0,155760.0,83957.0,118038.0,55927.0,31551.0,1781388.0,35.8,9907756.0,874.0,148000.0,84070.0,1518683.0,313403.0,451537.0,1148710.0,468554.0,122826.0,74803.0,13,2014
115,Idaho,47334.0,23087.0,768276.0,765247.0,703410.0,61837.0,12807.0,28122.0,11289.0,13964.0,7572.0,3124.0,244618.0,35.2,1599464.0,738.0,160500.0,10690.0,230252.0,51348.0,90951.0,176651.0,56312.0,14796.0,10355.0,16,2014
116,Hawaii,68201.0,29552.0,731400.0,691856.0,645571.0,46285.0,11538.0,21098.0,9111.0,15794.0,6787.0,2844.0,153752.0,38.2,1392704.0,1417.0,504500.0,10484.0,244864.0,22549.0,94296.0,191712.0,64657.0,20733.0,12638.0,15,2014
117,Illinois,57166.0,30019.0,6718857.0,6701592.0,6032031.0,669561.0,152154.0,230218.0,122888.0,170520.0,78465.0,43155.0,1810470.0,37.0,12868747.0,903.0,175700.0,98533.0,2005096.0,306922.0,643082.0,1688420.0,757345.0,181769.0,102400.0,17,2014
118,Indiana,48737.0,24953.0,3288362.0,3285205.0,2994736.0,290469.0,48945.0,96307.0,36875.0,66027.0,30276.0,14418.0,983826.0,37.2,6542411.0,741.0,122700.0,39423.0,1283193.0,215785.0,345740.0,647692.0,268080.0,55789.0,41235.0,18,2014
119,Iowa,52716.0,27621.0,1653714.0,1651906.0,1562492.0,89414.0,28894.0,51655.0,23624.0,41397.0,18032.0,9169.0,373867.0,38.0,3078116.0,689.0,126300.0,14295.0,580554.0,82293.0,220869.0,366812.0,117991.0,30338.0,22164.0,19,2014
120,Kansas,51872.0,27367.0,1507003.0,1489787.0,1391836.0,97951.0,28294.0,50798.0,23432.0,34095.0,16175.0,8712.0,386062.0,36.0,2882946.0,748.0,129400.0,15540.0,426851.0,79109.0,145245.0,370031.0,147219.0,33406.0,21229.0,20,2014
121,Kentucky,43342.0,23741.0,2079258.0,2063756.0,1870879.0,192877.0,30608.0,51541.0,22936.0,39314.0,16398.0,8766.0,803866.0,38.3,4383272.0,667.0,121600.0,32662.0,788478.0,203042.0,214363.0,377949.0,188011.0,47619.0,26453.0,21,2014
122,Louisiana,44991.0,24775.0,2206928.0,2192054.0,2002410.0,189644.0,31392.0,55625.0,15469.0,41545.0,16864.0,6160.0,874638.0,36.0,4601049.0,786.0,140400.0,39694.0,863755.0,158411.0,160591.0,441765.0,150807.0,46033.0,27441.0,22,2014
123,Maine,48804.0,27332.0,700142.0,698369.0,646438.0,51931.0,10736.0,19861.0,7697.0,15023.0,7483.0,2939.0,179878.0,43.5,1328535.0,772.0,173600.0,5709.0,268246.0,49771.0,88305.0,173294.0,68173.0,15935.0,11478.0,23,2014
124,Maryland,74149.0,36670.0,3233680.0,3207358.0,2949440.0,257918.0,76874.0,176916.0,97897.0,107147.0,82552.0,47225.0,573383.0,38.1,5887776.0,1218.0,287500.0,40294.0,904381.0,118530.0,252220.0,805699.0,462118.0,116377.0,97584.0,24,2014
125,Massachusetts,67846.0,36441.0,3667612.0,3663086.0,3354036.0,309050.0,96449.0,183923.0,90769.0,103894.0,73979.0,32884.0,742784.0,39.3,6657291.0,1088.0,329900.0,63680.0,1033017.0,132901.0,352173.0,1030633.0,555666.0,127450.0,109687.0,25,2014
126,Michigan,49087.0,26143.0,4852108.0,4848321.0,4293574.0,554747.0,80446.0,184929.0,68763.0,103216.0,55547.0,26317.0,1633316.0,39.3,9889024.0,780.0,120200.0,71758.0,1734029.0,263590.0,580404.0,1068984.0,499269.0,109396.0,71017.0,26,2014
127,Minnesota,60828.0,31642.0,2976014.0,2973943.0,2781933.0,192010.0,67467.0,125791.0,65398.0,86608.0,45756.0,25286.0,605761.0,37.6,5383661.0,835.0,185200.0,35915.0,838954.0,112399.0,378366.0,801653.0,273587.0,73959.0,44713.0,27,2014
128,Mississippi,39464.0,20956.0,1356974.0,1346038.0,1198828.0,147210.0,15327.0,25806.0,8185.0,23236.0,8463.0,4414.0,653726.0,36.3,2984345.0,714.0,100800.0,27127.0,469810.0,113823.0,163693.0,248884.0,103269.0,24389.0,17222.0,28,2014
129,Missouri,47764.0,26006.0,3054519.0,3034525.0,2779991.0,254534.0,52474.0,91065.0,47889.0,71743.0,34440.0,19207.0,912291.0,38.1,6028076.0,740.0,136700.0,31490.0,1079905.0,185576.0,290937.0,672563.0,289158.0,67607.0,44714.0,29,2014
130,Montana,46766.0,25977.0,519814.0,516403.0,481119.0,35284.0,7135.0,15154.0,5129.0,10954.0,6265.0,2453.0,150096.0,39.8,1006370.0,696.0,187600.0,2850.0,171310.0,32515.0,56669.0,135759.0,42640.0,12095.0,8334.0,30,2014
131,Nebraska,52400.0,27339.0,1016841.0,1012293.0,957508.0,54785.0,18404.0,31657.0,17017.0,24092.0,10171.0,5473.0,231762.0,36.2,1855617.0,721.0,130100.0,12149.0,293816.0,41615.0,117462.0,235747.0,78898.0,20334.0,14064.0,31,2014
132,Nevada,52205.0,26515.0,1415924.0,1406781.0,1240614.0,166167.0,20658.0,30240.0,15042.0,25592.0,10388.0,4899.0,423578.0,36.9,2761584.0,980.0,167100.0,26266.0,457088.0,72353.0,140692.0,274707.0,97428.0,29096.0,15197.0,32,2014
133,New Hampshire,65986.0,33821.0,742731.0,741358.0,693329.0,48029.0,15171.0,37375.0,18032.0,17633.0,10511.0,5647.0,113374.0,41.8,1321069.0,1001.0,237400.0,5525.0,230715.0,36644.0,88466.0,197937.0,88205.0,16110.0,13540.0,33,2014
134,New Jersey,72062.0,36359.0,4695156.0,4688186.0,4235089.0,453097.0,125593.0,197860.0,117452.0,124194.0,69954.0,38586.0,934665.0,39.3,8874374.0,1188.0,319900.0,75464.0,1589736.0,153531.0,379962.0,1362013.0,602487.0,146130.0,89508.0,34,2014
135,New Mexico,44968.0,23948.0,977579.0,969053.0,875947.0,93106.0,13631.0,37066.0,12117.0,19397.0,11959.0,4813.0,426116.0,36.8,2080085.0,774.0,159300.0,18614.0,297629.0,60378.0,104758.0,201686.0,107547.0,21055.0,24483.0,35,2014
136,New York,58687.0,32829.0,10054448.0,10030632.0,9137540.0,893092.0,225834.0,294087.0,152377.0,240722.0,113468.0,52933.0,2978521.0,38.1,19594330.0,1117.0,283700.0,241435.0,3091743.0,499769.0,1130032.0,2544961.0,1396536.0,361362.0,186554.0,36,2014
137,North Carolina,46693.0,25608.0,4879118.0,4793358.0,4287690.0,505668.0,80953.0,157289.0,79062.0,109332.0,57826.0,29157.0,1669147.0,37.8,9750405.0,790.0,153600.0,80704.0,1462439.0,281877.0,573109.0,1185011.0,442291.0,97856.0,80101.0,37,2014
138,North Dakota,55579.0,30894.0,397250.0,392185.0,379972.0,12213.0,6498.0,11225.0,4044.0,8605.0,3631.0,1563.0,80865.0,35.9,704925.0,676.0,142000.0,2615.0,108382.0,17238.0,59512.0,90032.0,24064.0,6333.0,4848.0,38,2014
139,Ohio,48849.0,26520.0,5848381.0,5839586.0,5303013.0,536573.0,108609.0,192061.0,87743.0,131043.0,62093.0,31384.0,1790564.0,39.1,11560380.0,729.0,129600.0,66013.0,2384432.0,297600.0,627729.0,1252463.0,537384.0,122786.0,81230.0,39,2014
140,Oklahoma,46235.0,24695.0,1843140.0,1824414.0,1699610.0,124804.0,29314.0,53050.0,23594.0,39921.0,15400.0,8113.0,625508.0,36.2,3818851.0,717.0,115000.0,21963.0,663696.0,125580.0,177796.0,396647.0,139633.0,34029.0,22557.0,40,2014
141,Oregon,50521.0,27173.0,1961375.0,1958636.0,1752414.0,206222.0,34270.0,77295.0,35356.0,44644.0,24993.0,11164.0,638816.0,38.9,3900343.0,894.0,234100.0,27209.0,535347.0,121776.0,220247.0,505798.0,208552.0,53369.0,37356.0,41,2014
142,Pennsylvania,53115.0,28912.0,6508402.0,6502948.0,5946480.0,556468.0,132086.0,224103.0,103942.0,145986.0,81865.0,39603.0,1667858.0,40.4,12758729.0,832.0,164900.0,85128.0,2872856.0,348332.0,677250.0,1502205.0,680881.0,163726.0,115989.0,42,2014
143,Rhode Island,56423.0,30765.0,568439.0,565123.0,511362.0,53761.0,9105.0,18349.0,8448.0,13643.0,6961.0,3532.0,143996.0,39.7,1053252.0,923.0,241200.0,11943.0,163705.0,32225.0,59340.0,134617.0,63910.0,15056.0,11182.0,44,2014
144,South Carolina,45033.0,24222.0,2306384.0,2274142.0,2031997.0,242145.0,33032.0,64405.0,25553.0,46533.0,21721.0,10138.0,840141.0,38.3,4727273.0,784.0,137600.0,38069.0,809044.0,139201.0,276035.0,511586.0,213779.0,44602.0,31671.0,45,2014
145,South Dakota,50338.0,26311.0,450131.0,447180.0,425816.0,21364.0,6124.0,11476.0,4163.0,9051.0,3976.0,2003.0,114444.0,36.8,834708.0,648.0,135700.0,3101.0,147632.0,24033.0,57313.0,101655.0,30412.0,7436.0,5764.0,46,2014
146,Tennessee,44621.0,24811.0,3149077.0,3132714.0,2835895.0,296819.0,50384.0,83088.0,36818.0,64540.0,29125.0,14770.0,1121344.0,38.3,6451365.0,757.0,139900.0,50173.0,1168434.0,265860.0,280171.0,676462.0,262719.0,68381.0,49955.0,47,2014
147,Texas,52576.0,26513.0,12889163.0,12791590.0,11809010.0,982580.0,254717.0,475047.0,220134.0,303312.0,140271.0,75175.0,4500034.0,33.9,26092033.0,870.0,131400.0,317719.0,3390961.0,754328.0,1079891.0,2948330.0,1079436.0,249356.0,172482.0,48,2014
148,Vermont,54447.0,29535.0,347486.0,346979.0,325336.0,21643.0,5607.0,12430.0,4836.0,8081.0,4530.0,1749.0,72044.0,42.2,626358.0,889.0,216200.0,2247.0,117199.0,15822.0,36509.0,92347.0,43330.0,9864.0,7587.0,50,2014
149,Utah,59846.0,24312.0,1399952.0,1395556.0,1299818.0,95738.0,33164.0,65368.0,35435.0,29740.0,14880.0,7547.0,358682.0,29.9,2858111.0,875.0,212500.0,11768.0,336406.0,45802.0,156307.0,336426.0,117949.0,26716.0,22383.0,49,2014
150,Virginia,64792.0,33958.0,4338606.0,4229948.0,3936638.0,293310.0,108069.0,227438.0,137441.0,130953.0,84111.0,54226.0,914237.0,37.6,8185131.0,1108.0,243500.0,64261.0,1165535.0,210187.0,390547.0,1140878.0,603678.0,132933.0,90083.0,51,2014
151,Washington,60294.0,31233.0,3551870.0,3503337.0,3194382.0,308955.0,71134.0,186909.0,100544.0,86994.0,57864.0,29643.0,916364.0,37.4,6899123.0,995.0,257200.0,52870.0,903317.0,180826.0,449245.0,956333.0,386379.0,93731.0,64271.0,53,2014
152,West Virginia,41576.0,23237.0,821389.0,820262.0,753227.0,67035.0,10559.0,21678.0,8721.0,13747.0,6510.0,3020.0,326225.0,41.6,1853881.0,630.0,100200.0,10946.0,444839.0,86466.0,82939.0,150406.0,66496.0,16266.0,10298.0,54,2014
153,Wisconsin,52738.0,27907.0,3076311.0,3073680.0,2852018.0,221662.0,52934.0,105890.0,46328.0,74942.0,36226.0,19090.0,738557.0,38.8,5724692.0,772.0,165900.0,32094.0,1110327.0,136682.0,380330.0,697041.0,258609.0,60074.0,40133.0,55,2014
154,Wyoming,58252.0,29381.0,310018.0,307502.0,291552.0,15950.0,3881.0,8846.0,1964.0,5343.0,2620.0,689.0,65271.0,36.8,575251.0,778.0,189300.0,1080.0,91962.0,20120.0,39588.0,64017.0,22240.0,4900.0,4584.0,56,2014
155,Puerto Rico,19686.0,11331.0,1325326.0,1323954.0,1081146.0,242808.0,21429.0,22542.0,7948.0,29334.0,10594.0,2940.0,1630965.0,38.1,3638965.0,462.0,121700.0,67315.0,581209.0,69215.0,221031.0,414281.0,108026.0,30822.0,21138.0,72,2014
156,Mississippi,39665.0,21057.0,1352993.0,1342359.0,1203914.0,138445.0,15582.0,26062.0,8657.0,22703.0,9049.0,4604.0,651545.0,36.5,2988081.0,717.0,103100.0,27994.0,469777.0,117809.0,166725.0,251230.0,106977.0,25040.0,17753.0,28,2015
157,Missouri,48173.0,26259.0,3053938.0,3034524.0,2807996.0,226528.0,52986.0,94851.0,50526.0,72891.0,34913.0,19314.0,915972.0,38.2,6045448.0,746.0,138400.0,32874.0,1079150.0,187770.0,299637.0,685454.0,300193.0,67389.0,45873.0,29,2015
158,Montana,47169.0,26381.0,521330.0,517807.0,485446.0,32361.0,7426.0,15112.0,5253.0,11254.0,6037.0,2380.0,150586.0,39.7,1014699.0,711.0,193500.0,2786.0,175079.0,32947.0,57894.0,138099.0,44936.0,11867.0,8546.0,30,2015
159,Nebraska,52997.0,27882.0,1020419.0,1015736.0,968134.0,47602.0,18597.0,32132.0,17567.0,24181.0,10443.0,5837.0,231115.0,36.2,1869365.0,726.0,133200.0,13074.0,292881.0,41568.0,120763.0,238158.0,82229.0,20794.0,14655.0,31,2015
160,Nevada,51847.0,26541.0,1424596.0,1415779.0,1267312.0,148467.0,21385.0,31716.0,16253.0,26216.0,10857.0,5527.0,426337.0,37.2,2798636.0,973.0,173700.0,28887.0,457309.0,74806.0,147840.0,285510.0,102243.0,29472.0,16273.0,32,2015
161,New Hampshire,66779.0,34362.0,742874.0,741543.0,698810.0,42733.0,15368.0,38469.0,19050.0,17713.0,10310.0,5669.0,113840.0,42.2,1324201.0,1000.0,237300.0,5450.0,228481.0,37962.0,88681.0,202048.0,90834.0,16109.0,13755.0,33,2015
162,New Jersey,72093.0,36582.0,4702508.0,4695103.0,4281760.0,413343.0,127030.0,200146.0,121508.0,125804.0,71770.0,40162.0,944847.0,39.4,8904413.0,1192.0,315900.0,79688.0,1586195.0,155367.0,385049.0,1387201.0,615746.0,148177.0,90732.0,34,2015
163,New Mexico,44963.0,24012.0,973891.0,964959.0,876035.0,88924.0,12887.0,36689.0,11827.0,18878.0,11982.0,5071.0,429361.0,37.0,2084117.0,777.0,160300.0,18345.0,298130.0,63194.0,107215.0,202298.0,110788.0,21734.0,25255.0,35,2015
164,New York,59269.0,33236.0,10107278.0,10083719.0,9254578.0,829141.0,228947.0,302008.0,158522.0,243160.0,116508.0,55256.0,3005943.0,38.1,19673174.0,1132.0,283400.0,248247.0,3080068.0,508826.0,1144351.0,2604077.0,1433296.0,365654.0,193097.0,36,2015
165,North Carolina,46868.0,25920.0,4909108.0,4826193.0,4372773.0,453420.0,84403.0,162417.0,83492.0,112535.0,61488.0,31360.0,1667465.0,38.0,9845333.0,797.0,154900.0,83514.0,1469226.0,286769.0,589399.0,1213587.0,467519.0,101314.0,84345.0,37,2015
166,North Dakota,57181.0,32035.0,404820.0,399180.0,387716.0,11464.0,6220.0,11485.0,3863.0,8654.0,3971.0,1974.0,79758.0,35.4,721640.0,709.0,153800.0,2701.0,110867.0,17381.0,61952.0,93946.0,23929.0,6309.0,5350.0,38,2015
167,Ohio,49429.0,26953.0,5852224.0,5843924.0,5366673.0,477251.0,110990.0,199257.0,92103.0,134976.0,63997.0,33373.0,1775836.0,39.2,11575977.0,730.0,129900.0,68837.0,2369349.0,299967.0,643162.0,1278763.0,554000.0,124512.0,82753.0,39,2015
168,Oklahoma,46879.0,25032.0,1854061.0,1835519.0,1719541.0,115978.0,29620.0,52831.0,23137.0,41077.0,15545.0,7660.0,624043.0,36.2,3849733.0,727.0,117900.0,23211.0,670376.0,125765.0,182135.0,405388.0,143223.0,33669.0,23949.0,40,2015
169,Oregon,51243.0,27684.0,1976314.0,1973823.0,1789807.0,184016.0,35533.0,81364.0,37819.0,44794.0,26210.0,12032.0,636947.0,39.1,3939233.0,907.0,237300.0,28591.0,535540.0,123579.0,228892.0,522634.0,218853.0,54779.0,38791.0,41,2015
170,Pennsylvania,53599.0,29291.0,6521759.0,6516882.0,6001889.0,514993.0,134987.0,230093.0,108629.0,150031.0,82981.0,40517.0,1666569.0,40.5,12779559.0,840.0,166000.0,86400.0,2855340.0,352649.0,698397.0,1535222.0,702244.0,165557.0,119014.0,42,2015
171,Rhode Island,56852.0,31118.0,569623.0,566588.0,518170.0,48418.0,9275.0,18631.0,8598.0,13149.0,7241.0,3448.0,144223.0,39.7,1053661.0,925.0,238000.0,11223.0,165067.0,31921.0,61060.0,137505.0,65026.0,15246.0,12040.0,44,2015
172,South Carolina,45483.0,24604.0,2323906.0,2293251.0,2075274.0,217977.0,34023.0,66689.0,27391.0,48025.0,22470.0,10881.0,830901.0,38.6,4777576.0,790.0,139900.0,37053.0,813461.0,142197.0,287271.0,530349.0,221384.0,45090.0,32717.0,45,2015
173,South Dakota,50957.0,26747.0,453990.0,451073.0,430853.0,20220.0,6363.0,11688.0,4455.0,9142.0,4136.0,2108.0,114907.0,36.8,843190.0,655.0,140500.0,3094.0,148025.0,24497.0,59036.0,104728.0,30862.0,7085.0,6126.0,46,2015
174,Tennessee,45219.0,25227.0,3172519.0,3155039.0,2888742.0,266297.0,51306.0,86704.0,39790.0,66328.0,29910.0,14894.0,1117594.0,38.4,6499615.0,764.0,142100.0,50158.0,1176200.0,269266.0,287483.0,696512.0,274650.0,69535.0,51579.0,47,2015
175,Texas,53207.0,26999.0,13101788.0,13006330.0,12094262.0,912068.0,261738.0,494234.0,232412.0,312898.0,148263.0,78973.0,4472451.0,34.1,26538614.0,882.0,136000.0,325670.0,3456053.0,764264.0,1119055.0,3054382.0,1134567.0,256346.0,177921.0,48,2015
176,Vermont,55176.0,29894.0,346162.0,345689.0,326732.0,18957.0,5791.0,12393.0,5020.0,8314.0,4635.0,1809.0,69233.0,42.4,626604.0,895.0,217500.0,2372.0,115563.0,15707.0,36581.0,94705.0,44184.0,10322.0,7807.0,50,2015
177,Utah,60727.0,24686.0,1423700.0,1419516.0,1337646.0,81870.0,34244.0,67275.0,37263.0,30566.0,14949.0,7591.0,351601.0,30.1,2903379.0,887.0,215900.0,12943.0,340490.0,47636.0,160275.0,347460.0,122889.0,27671.0,23017.0,49,2015
178,Virginia,65015.0,34152.0,4376786.0,4266800.0,3990770.0,276030.0,108895.0,229462.0,140460.0,132492.0,87327.0,56608.0,921822.0,37.6,8256630.0,1116.0,245000.0,66122.0,1162016.0,219735.0,403610.0,1167357.0,624786.0,135221.0,94853.0,51,2015
179,Washington,61062.0,31762.0,3586261.0,3537683.0,3259877.0,277806.0,72335.0,192871.0,105998.0,89073.0,58942.0,30313.0,908512.0,37.4,6985464.0,1014.0,259500.0,52663.0,910601.0,187238.0,460415.0,986653.0,401488.0,96813.0,67176.0,53,2015
180,West Virginia,41751.0,23450.0,815405.0,814593.0,751252.0,63341.0,10341.0,22642.0,8919.0,13749.0,6913.0,3282.0,323384.0,41.8,1851420.0,643.0,103800.0,11071.0,442151.0,86404.0,85558.0,152377.0,69161.0,16676.0,10459.0,54,2015
181,Wisconsin,53357.0,28340.0,3079657.0,3077153.0,2883390.0,193763.0,53599.0,109132.0,48825.0,77091.0,36536.0,19038.0,724348.0,39.0,5742117.0,776.0,165800.0,33034.0,1101435.0,138088.0,390482.0,713858.0,261565.0,60886.0,41387.0,55,2015
