,Name,income,income_per_capita,employment_labor_force,employment_civilian_labor_force,employment_employed,employment_unemployed,employment_male_business_and_financial_operations_occupations,employment_male_computer_engineering_and_science_occupations,employment_male_computer_and_mathematical_occupations,employment_female_business_and_financial_operations_occupations,employment_female_computer_engineering_and_science_occupations,employment_female_computer_and_mathematical_occupations,poverty,age,population,median_gross_rent,median_home_value,education_none,education_high_school,education_ged,education_associates,education_bachelors,education_masters,education_professional,education_doctorate,state,Year
182,Wyoming,58840.0,29803.0,311371.0,308951.0,293949.0,15002.0,3904.0,8623.0,1799.0,5492.0,2555.0,570.0,64995.0,36.8,579679.0,789.0,194800.0,1049.0,93161.0,19711.0,39555.0,65787.0,23501.0,4932.0,4580.0,56,2015
183,Puerto Rico,19350.0,11394.0,1300388.0,1299122.0,1063350.0,235772.0,21822.0,22711.0,7761.0,29240.0,10762.0,2928.0,1616117.0,38.7,3583073.0,456.0,120500.0,65607.0,587669.0,66090.0,224326.0,420722.0,110715.0,29771.0,22364.0,72,2015
184,Alabama,43623.0,24091.0,2242401.0,2229422.0,2022325.0,207097.0,32655.0,70052.0,29080.0,45365.0,22292.0,12128.0,887260.0,38.4,4830620.0,717.0,125500.0,41876.0,826272.0,179023.0,251335.0,478812.0,201997.0,48509.0,32332.0,01,2015
185,Alaska,72515.0,33413.0,399077.0,382393.0,351108.0,31285.0,5530.0,14844.0,4328.0,8653.0,4881.0,1191.0,72957.0,33.4,733375.0,1146.0,250000.0,2977.0,105527.0,23797.0,37719.0,83201.0,33447.0,8271.0,5002.0,02,2015
186,Arizona,50255.0,25848.0,3106324.0,3089118.0,2813406.0,275712.0,62816.0,116382.0,57284.0,74278.0,35681.0,19328.0,1180690.0,36.8,6641928.0,913.0,167500.0,59117.0,887064.0,176701.0,370569.0,753425.0,321027.0,73284.0,51274.0,04,2015
187,Arkansas,41371.0,22798.0,1365791.0,1361024.0,1256081.0,104943.0,20022.0,31379.0,15367.0,23869.0,11199.0,6322.0,553644.0,37.7,2958208.0,677.0,111400.0,23014.0,564438.0,120839.0,123526.0,267741.0,103397.0,24613.0,18348.0,05,2015
188,California,61818.0,30318.0,19269449.0,19137441.0,17246360.0,1891081.0,382222.0,807245.0,406277.0,481703.0,280615.0,132447.0,6135142.0,35.8,38421464.0,1255.0,385500.0,652517.0,4661300.0,570524.0,1970322.0,5002596.0,1965005.0,583790.0,387793.0,06,2015
189,Colorado,60629.0,32217.0,2852439.0,2820014.0,2624436.0,195578.0,64661.0,144303.0,77038.0,81485.0,48317.0,23978.0,653969.0,36.3,5278906.0,1002.0,247800.0,31777.0,631548.0,135777.0,292801.0,847977.0,360853.0,76126.0,57051.0,08,2015
190,Delaware,60509.0,30554.0,473007.0,470039.0,433816.0,36223.0,9121.0,18854.0,9404.0,12624.0,7276.0,3562.0,108315.0,39.3,926454.0,1018.0,231500.0,7295.0,174291.0,21945.0,47604.0,112141.0,55594.0,11160.0,10467.0,10,2015
191,District of Columbia,70848.0,47675.0,377072.0,373626.0,337815.0,35811.0,15435.0,20395.0,11154.0,18160.0,14121.0,7740.0,110365.0,33.7,647484.0,1327.0,475800.0,5198.0,69678.0,12019.0,14040.0,105880.0,85795.0,37856.0,18221.0,11,2015
192,Connecticut,70331.0,38803.0,1962170.0,1953709.0,1781417.0,172292.0,50468.0,79347.0,37883.0,53190.0,28309.0,14027.0,366351.0,40.4,3593222.0,1075.0,270500.0,25683.0,594793.0,79180.0,183289.0,516001.0,297270.0,71852.0,40484.0,09,2015
193,Florida,47507.0,26829.0,9510681.0,9457267.0,8541291.0,915976.0,173300.0,256014.0,136373.0,209391.0,84984.0,47262.0,3180109.0,41.4,19645772.0,1002.0,159000.0,198004.0,3491793.0,582459.0,1296844.0,2418555.0,932223.0,274741.0,154629.0,12,2015
194,Georgia,49620.0,25737.0,4906258.0,4857206.0,4388274.0,468932.0,93799.0,163804.0,89913.0,119706.0,58239.0,32614.0,1788947.0,35.9,10006693.0,879.0,148100.0,85137.0,1529871.0,316053.0,465465.0,1178186.0,490540.0,126049.0,78709.0,13,2015
195,Idaho,47583.0,23399.0,774526.0,771173.0,715861.0,55312.0,13157.0,28793.0,12102.0,13766.0,7229.0,3007.0,245177.0,35.5,1616547.0,743.0,162900.0,11099.0,230642.0,52594.0,94717.0,182235.0,58882.0,14819.0,10653.0,16,2015
196,Hawaii,69515.0,29822.0,736939.0,695572.0,653284.0,42288.0,12179.0,21448.0,9218.0,16197.0,6835.0,2727.0,153944.0,38.0,1406299.0,1438.0,515300.0,10231.0,245959.0,22377.0,98882.0,196010.0,66155.0,21744.0,12805.0,15,2015
197,Illinois,57574.0,30494.0,6712162.0,6694742.0,6086226.0,608516.0,153661.0,237583.0,128678.0,174473.0,79685.0,43938.0,1801118.0,37.3,12873761.0,907.0,173800.0,101111.0,1999566.0,308743.0,658904.0,1711787.0,778362.0,183531.0,104191.0,17,2015
198,Indiana,49255.0,25346.0,3300531.0,3297501.0,3038762.0,258739.0,49815.0,99425.0,38102.0,67779.0,30041.0,14350.0,978043.0,37.3,6568645.0,745.0,124200.0,39319.0,1272879.0,221423.0,355635.0,664747.0,275285.0,57184.0,43040.0,18,2015
199,Iowa,53183.0,27950.0,1656968.0,1655245.0,1573510.0,81735.0,28744.0,52974.0,24291.0,41341.0,18152.0,9430.0,373883.0,38.1,3093526.0,697.0,129200.0,14467.0,577079.0,83169.0,227328.0,372434.0,120585.0,30992.0,22403.0,19,2015
200,Kansas,52205.0,27706.0,1507080.0,1489651.0,1401197.0,88454.0,28180.0,52769.0,24615.0,34785.0,16421.0,9085.0,381353.0,36.0,2892987.0,757.0,132000.0,15846.0,425864.0,79719.0,148723.0,374220.0,150913.0,33202.0,21879.0,20,2015
201,Kentucky,43740.0,24063.0,2080437.0,2065689.0,1891381.0,174308.0,31058.0,52305.0,23709.0,41069.0,16205.0,8681.0,805841.0,38.5,4397353.0,675.0,123200.0,32837.0,788112.0,205741.0,221409.0,386554.0,196117.0,48471.0,27802.0,21,2015
202,Louisiana,45047.0,24981.0,2208869.0,2194199.0,2016049.0,178150.0,31017.0,57904.0,17066.0,43061.0,17616.0,6694.0,888280.0,36.1,4625253.0,788.0,144100.0,38508.0,870720.0,160436.0,168460.0,451042.0,158826.0,47541.0,27903.0,22,2015
203,Maine,49331.0,27655.0,697913.0,696184.0,648687.0,47497.0,10741.0,20445.0,8183.0,15012.0,7312.0,3116.0,180278.0,43.8,1329100.0,777.0,173800.0,5683.0,266649.0,49907.0,90595.0,178375.0,69366.0,16387.0,12033.0,23,2015
204,Maryland,74551.0,36897.0,3241222.0,3214531.0,2976504.0,238027.0,78668.0,178777.0,99581.0,107430.0,84450.0,48169.0,576805.0,38.2,5930538.0,1230.0,286900.0,41611.0,905176.0,121424.0,256254.0,826439.0,478941.0,116644.0,100946.0,24,2015
205,Massachusetts,68563.0,36895.0,3700701.0,3696139.0,3415975.0,280164.0,98007.0,189977.0,95849.0,106120.0,77028.0,33733.0,748905.0,39.3,6705586.0,1102.0,333100.0,63105.0,1035769.0,133606.0,357133.0,1049150.0,572191.0,130296.0,115466.0,25,2015
206,Michigan,49576.0,26607.0,4855005.0,4851264.0,4373518.0,477746.0,82386.0,192675.0,72959.0,104928.0,57067.0,27024.0,1616870.0,39.5,9900571.0,783.0,122400.0,72158.0,1722171.0,266211.0,595198.0,1094936.0,512955.0,110322.0,73679.0,26,2015
207,Minnesota,61492.0,32157.0,2996985.0,2994959.0,2827195.0,167764.0,69557.0,127548.0,66854.0,88964.0,47139.0,25493.0,596662.0,37.7,5419171.0,848.0,186200.0,38827.0,833028.0,113658.0,390242.0,818315.0,284110.0,75497.0,47323.0,27,2015
208,Mississippi,40528.0,21651.0,1351797.0,1341490.0,1212650.0,128840.0,15881.0,26984.0,9230.0,23400.0,8847.0,4773.0,645553.0,36.7,2989192.0,723.0,105700.0,26988.0,472088.0,121334.0,170289.0,255615.0,110498.0,25455.0,18323.0,28,2016
209,Missouri,49593.0,27044.0,3055025.0,3035326.0,2835183.0,200143.0,54938.0,97152.0,52357.0,74442.0,36264.0,19677.0,897755.0,38.3,6059651.0,759.0,141200.0,33236.0,1079050.0,188763.0,307566.0,701863.0,308835.0,68040.0,46927.0,29,2016
210,Montana,48380.0,27309.0,523599.0,520124.0,490742.0,29382.0,7701.0,15617.0,5590.0,11999.0,6258.0,2501.0,148677.0,39.8,1023391.0,732.0,199700.0,2919.0,175084.0,32845.0,60424.0,140945.0,47154.0,12665.0,8308.0,30,2016
211,Nebraska,54384.0,28596.0,1024737.0,1019897.0,977353.0,42544.0,18801.0,33024.0,18084.0,24838.0,10854.0,6036.0,227021.0,36.2,1881259.0,745.0,137300.0,13559.0,288518.0,42111.0,123619.0,245288.0,85582.0,21322.0,14591.0,31,2016
212,Nevada,53094.0,27253.0,1443621.0,1435687.0,1302162.0,133525.0,21539.0,33332.0,17860.0,26778.0,11483.0,6145.0,417257.0,37.5,2839172.0,984.0,191600.0,30124.0,466140.0,78148.0,152171.0,293579.0,105755.0,29702.0,16525.0,32,2016
213,New Hampshire,68485.0,35264.0,746203.0,744528.0,706801.0,37727.0,15374.0,37973.0,19066.0,17683.0,10680.0,5908.0,109690.0,42.4,1327503.0,1021.0,239700.0,5410.0,225743.0,38629.0,91327.0,206061.0,94043.0,17204.0,13368.0,33,2016
214,New Jersey,73702.0,37538.0,4699613.0,4691489.0,4322619.0,368870.0,130290.0,202271.0,124111.0,126112.0,71067.0,40354.0,949341.0,39.5,8915456.0,1213.0,316400.0,79716.0,1568935.0,157071.0,390672.0,1411979.0,635445.0,150681.0,91936.0,34,2016
215,New Mexico,45674.0,24459.0,966377.0,957385.0,876210.0,81175.0,13488.0,35761.0,11936.0,18076.0,11961.0,5077.0,426814.0,37.2,2082669.0,792.0,161600.0,18356.0,298867.0,63760.0,110974.0,206247.0,113426.0,21909.0,24656.0,35,2016
216,New York,60741.0,34212.0,10123078.0,10100102.0,9340878.0,759224.0,232108.0,312608.0,166964.0,247410.0,119171.0,57266.0,2967564.0,38.2,19697457.0,1159.0,286300.0,256347.0,3050606.0,518848.0,1164307.0,2654203.0,1465968.0,372231.0,199044.0,36,2016
217,North Carolina,48256.0,26779.0,4948265.0,4865408.0,4460824.0,404584.0,86642.0,166930.0,87979.0,118547.0,64320.0,33330.0,1631704.0,38.3,9940828.0,816.0,157100.0,83383.0,1470346.0,295426.0,607780.0,1255557.0,492734.0,104995.0,87149.0,37,2016
218,North Dakota,59114.0,33107.0,412931.0,406834.0,395584.0,11250.0,6678.0,12219.0,4483.0,9248.0,3955.0,1992.0,79314.0,35.2,736162.0,736.0,164000.0,2659.0,113229.0,17857.0,63894.0,97890.0,25032.0,6372.0,5260.0,38,2016
219,Ohio,50674.0,27800.0,5857720.0,5849603.0,5425647.0,423956.0,111741.0,205663.0,96996.0,136827.0,65511.0,34365.0,1732839.0,39.3,11586941.0,743.0,131900.0,68548.0,2352099.0,302041.0,658910.0,1310995.0,571298.0,126124.0,84458.0,39,2016
220,Oklahoma,48038.0,25628.0,1861235.0,1843120.0,1733000.0,110120.0,29408.0,53452.0,23490.0,40928.0,16509.0,8079.0,621155.0,36.2,3875589.0,742.0,121300.0,24165.0,674234.0,127364.0,187963.0,413818.0,147982.0,34195.0,24120.0,40,2016
221,Oregon,53270.0,28822.0,1995937.0,1993417.0,1832620.0,160797.0,35888.0,85901.0,40711.0,46580.0,27889.0,12796.0,614223.0,39.1,3982267.0,941.0,247200.0,29374.0,531494.0,126026.0,234336.0,538977.0,228435.0,57683.0,41278.0,41,2016
222,Pennsylvania,54895.0,30137.0,6516915.0,6512133.0,6043693.0,468440.0,137331.0,237115.0,113964.0,156071.0,84326.0,41388.0,1647762.0,40.6,12783977.0,859.0,167700.0,87634.0,2831106.0,352143.0,712180.0,1578040.0,725919.0,168216.0,123775.0,42,2016
223,Rhode Island,58387.0,31904.0,567285.0,564082.0,520482.0,43600.0,9514.0,19145.0,9331.0,12661.0,7081.0,3299.0,140161.0,39.9,1054491.0,938.0,238200.0,10971.0,167868.0,32780.0,61626.0,140296.0,66860.0,15365.0,12707.0,44,2016
224,South Carolina,46898.0,25521.0,2354372.0,2323777.0,2129323.0,194454.0,35041.0,68533.0,28089.0,50358.0,24136.0,11816.0,806422.0,38.8,4834605.0,811.0,143600.0,37090.0,818122.0,144900.0,299118.0,551968.0,231904.0,46665.0,34520.0,45,2016
225,South Dakota,52078.0,27516.0,455936.0,453329.0,434693.0,18636.0,6603.0,11999.0,4557.0,9352.0,4435.0,2176.0,115300.0,36.8,851058.0,676.0,146700.0,3401.0,147109.0,24514.0,61483.0,107762.0,31029.0,7576.0,6418.0,46,2016
226,Tennessee,46574.0,26019.0,3193436.0,3175503.0,2937131.0,238372.0,52078.0,89654.0,42200.0,67045.0,30829.0,15209.0,1100169.0,38.5,6548009.0,782.0,146000.0,50460.0,1180447.0,271155.0,301681.0,712781.0,286087.0,71678.0,51870.0,47,2016
227,Texas,54727.0,27828.0,13312277.0,13219523.0,12371392.0,848131.0,266790.0,509263.0,244691.0,323418.0,152055.0,80787.0,4397307.0,34.2,26956435.0,911.0,142700.0,333777.0,3512336.0,773790.0,1160660.0,3158468.0,1193252.0,264500.0,184457.0,48,2016
228,Vermont,56104.0,30663.0,344730.0,344324.0,327237.0,17087.0,5777.0,12757.0,5295.0,8651.0,4612.0,1933.0,69673.0,42.6,626249.0,913.0,218900.0,2426.0,114813.0,15841.0,37454.0,94823.0,44724.0,10898.0,7780.0,50,2016
229,Utah,62518.0,25600.0,1451339.0,1447260.0,1374146.0,73114.0,35727.0,70530.0,39762.0,31757.0,15570.0,7982.0,338808.0,30.3,2948427.0,912.0,224600.0,13450.0,343976.0,49508.0,166445.0,358887.0,128852.0,29082.0,23900.0,49,2016
230,Virginia,66149.0,34967.0,4403124.0,4291796.0,4036456.0,255340.0,111175.0,233380.0,145179.0,134212.0,88273.0,57183.0,921664.0,37.8,8310301.0,1135.0,248400.0,68478.0,1154899.0,223120.0,413611.0,1191485.0,646798.0,137081.0,98277.0,51,2016
231,Washington,62848.0,32999.0,3623304.0,3576013.0,3331321.0,244692.0,73253.0,201543.0,112051.0,92202.0,61862.0,31896.0,883256.0,37.6,7073146.0,1056.0,269300.0,54750.0,911101.0,190055.0,469700.0,1022117.0,419011.0,100222.0,70809.0,53,2016
232,West Virginia,42644.0,24002.0,812480.0,811627.0,750412.0,61215.0,10352.0,21844.0,8726.0,14038.0,7234.0,3550.0,318060.0,41.9,1846092.0,658.0,107400.0,11212.0,437243.0,87728.0,87889.0,153834.0,72391.0,16701.0,10780.0,54,2016
233,Wisconsin,54610.0,29253.0,3082186.0,3079765.0,2910339.0,169426.0,55434.0,112543.0,51462.0,78935.0,38273.0,20050.0,713472.0,39.1,5754798.0,789.0,167000.0,33041.0,1093662.0,139558.0,401314.0,729499.0,269368.0,62625.0,42590.0,55,2016
234,Wyoming,59143.0,30139.0,311104.0,308716.0,293598.0,15118.0,3754.0,8808.0,1871.0,5179.0,2647.0,806.0,65762.0,36.8,583029.0,802.0,199900.0,1102.0,93152.0,19780.0,41392.0,66753.0,23915.0,5187.0,4819.0,56,2016
235,Puerto Rico,19606.0,11688.0,1283190.0,1281986.0,1055106.0,226880.0,21547.0,22698.0,7887.0,28718.0,11052.0,3058.0,1577075.0,39.4,3529385.0,460.0,118600.0,63375.0,593352.0,64185.0,228886.0,425085.0,113180.0,29010.0,23575.0,72,2016
236,Alabama,44758.0,24736.0,2238654.0,2226504.0,2042025.0,184479.0,32575.0,73110.0,30282.0,46079.0,23225.0,12305.0,868666.0,38.6,4841164.0,728.0,128500.0,42577.0,828205.0,181388.0,258502.0,492382.0,208839.0,49283.0,32572.0,01,2016
237,Alaska,74444.0,34191.0,400475.0,384093.0,353954.0,30139.0,5699.0,14776.0,4796.0,8241.0,5043.0,1289.0,72826.0,33.6,736855.0,1173.0,257100.0,3020.0,106169.0,24342.0,39133.0,86551.0,35423.0,8522.0,5029.0,02,2016
238,Arizona,51340.0,26686.0,3146717.0,3129344.0,2879372.0,249972.0,64678.0,119755.0,61052.0,75827.0,35595.0,19245.0,1165636.0,37.1,6728577.0,937.0,176900.0,62538.0,898657.0,179701.0,379207.0,777681.0,333226.0,76987.0,53531.0,04,2016
239,Arkansas,42336.0,23401.0,1364187.0,1359742.0,1266552.0,93190.0,20104.0,32518.0,15972.0,24248.0,11763.0,6355.0,542431.0,37.7,2968472.0,689.0,114700.0,23010.0,561132.0,122754.0,127004.0,273557.0,108055.0,24517.0,18317.0,05,2016
240,California,63783.0,31458.0,19391320.0,19260868.0,17577142.0,1683726.0,391697.0,838585.0,430676.0,491963.0,290783.0,138994.0,6004257.0,36.0,38654206.0,1297.0,409300.0,673089.0,4678279.0,582625.0,1995579.0,5136043.0,2045487.0,597874.0,397083.0,06,2016
241,Colorado,62520.0,33230.0,2897359.0,2864224.0,2692529.0,171695.0,65790.0,150564.0,81032.0,82557.0,49686.0,24232.0,637938.0,36.4,5359295.0,1057.0,264600.0,32415.0,639310.0,140723.0,301602.0,874953.0,376273.0,79545.0,58959.0,08,2016
242,Delaware,61017.0,31118.0,474821.0,471961.0,438292.0,33669.0,9163.0,19226.0,9861.0,12835.0,7463.0,3758.0,109448.0,39.6,934695.0,1039.0,233100.0,7100.0,176928.0,22533.0,49591.0,115770.0,57237.0,11650.0,10664.0,10,2016
243,District of Columbia,72935.0,48781.0,385056.0,381551.0,348225.0,33326.0,15251.0,21902.0,12079.0,18879.0,13970.0,7558.0,112060.0,33.8,659009.0,1362.0,506100.0,5004.0,71315.0,12052.0,14496.0,108252.0,90366.0,38536.0,19162.0,11,2016
244,Connecticut,71755.0,39906.0,1957060.0,1948693.0,1793688.0,155005.0,50458.0,81750.0,39751.0,52745.0,28752.0,14211.0,360464.0,40.6,3588570.0,1094.0,269300.0,24315.0,593793.0,79427.0,184426.0,524370.0,300566.0,72543.0,40840.0,09,2016
245,Florida,48900.0,27598.0,9613594.0,9557443.0,8755427.0,802016.0,178188.0,268106.0,145692.0,216105.0,86761.0,48023.0,3139258.0,41.6,19934451.0,1032.0,166800.0,205055.0,3516434.0,594595.0,1348226.0,2514297.0,972529.0,285100.0,157870.0,12,2016
246,Georgia,51037.0,26678.0,4957087.0,4908225.0,4489112.0,419113.0,94533.0,170127.0,94720.0,122961.0,61302.0,35200.0,1746894.0,36.2,10099320.0,897.0,152400.0,88872.0,1528586.0,322015.0,484768.0,1208700.0,515377.0,131058.0,82955.0,13,2016
247,Idaho,49174.0,24280.0,783014.0,779555.0,731170.0,48385.0,13362.0,29901.0,12797.0,14283.0,7932.0,3349.0,244585.0,35.7,1635483.0,764.0,167900.0,10709.0,234652.0,54433.0,97833.0,187399.0,60596.0,15684.0,11305.0,16,2016
248,Hawaii,71977.0,30970.0,742161.0,703384.0,664616.0,38768.0,11988.0,20944.0,8996.0,16431.0,7695.0,3112.0,148577.0,38.5,1413673.0,1456.0,538400.0,10437.0,248106.0,22477.0,100990.0,201712.0,67433.0,22331.0,13725.0,15,2016
249,Illinois,59196.0,31502.0,6697000.0,6679756.0,6134121.0,545635.0,154720.0,243926.0,132581.0,177361.0,82673.0,45674.0,1753731.0,37.4,12851684.0,925.0,174800.0,102947.0,1975231.0,311895.0,671821.0,1744260.0,800474.0,183437.0,106698.0,17,2016
250,Indiana,50433.0,26117.0,3316952.0,3314108.0,3085179.0,228929.0,51726.0,101050.0,39925.0,69224.0,31404.0,15174.0,957694.0,37.4,6589578.0,758.0,126500.0,39122.0,1261742.0,224309.0,364277.0,681986.0,283692.0,59629.0,42755.0,18,2016
251,Iowa,54570.0,28872.0,1664170.0,1662467.0,1587178.0,75289.0,28921.0,55034.0,25627.0,42151.0,19283.0,9754.0,369828.0,38.0,3106589.0,715.0,132800.0,14401.0,573723.0,82957.0,231629.0,379649.0,124692.0,32007.0,23083.0,19,2016
252,Kansas,53571.0,28478.0,1505247.0,1487918.0,1408918.0,79000.0,28587.0,54134.0,25530.0,34851.0,16451.0,8923.0,373162.0,36.2,2898292.0,775.0,135300.0,16010.0,421417.0,78478.0,152963.0,380391.0,156690.0,34492.0,22228.0,20,2016
253,Kentucky,44811.0,24802.0,2085433.0,2070698.0,1914189.0,156509.0,31745.0,53242.0,24571.0,42372.0,17009.0,9142.0,804139.0,38.6,4411989.0,690.0,126100.0,32514.0,786862.0,203460.0,231405.0,397154.0,199251.0,49576.0,28184.0,21,2016
254,Louisiana,45652.0,25515.0,2209139.0,2194054.0,2025728.0,168326.0,30945.0,58607.0,18099.0,43100.0,18046.0,6917.0,889570.0,36.2,4645670.0,800.0,148300.0,38944.0,876224.0,162367.0,174294.0,461804.0,163465.0,49436.0,29170.0,22,2016
255,Maine,50826.0,28473.0,696028.0,694258.0,652638.0,41620.0,10964.0,20430.0,8493.0,15074.0,7518.0,3278.0,174405.0,44.0,1329923.0,790.0,176000.0,5494.0,267967.0,49406.0,93123.0,180436.0,71209.0,16655.0,12270.0,23,2016
256,Maryland,76067.0,37756.0,3249911.0,3221839.0,3005753.0,216086.0,79810.0,183316.0,103944.0,107007.0,85680.0,49699.0,576835.0,38.3,5959902.0,1264.0,290400.0,44749.0,904895.0,125410.0,259899.0,838732.0,495667.0,119853.0,102459.0,24,2016
257,Massachusetts,70954.0,38069.0,3725838.0,3721211.0,3468864.0,252347.0,98624.0,197342.0,100978.0,109026.0,78665.0,35166.0,740836.0,39.4,6742143.0,1129.0,341000.0,64175.0,1032460.0,134638.0,359774.0,1072120.0,591993.0,133860.0,118833.0,25,2016
258,Michigan,50803.0,27549.0,4866369.0,4862651.0,4449717.0,412934.0,85539.0,199025.0,75709.0,108748.0,58885.0,28072.0,1575066.0,39.5,9909600.0,799.0,127800.0,72694.0,1710082.0,268580.0,608429.0,1117697.0,526378.0,111392.0,76331.0,26,2016
259,Minnesota,63217.0,33225.0,3012522.0,3010294.0,2864441.0,145853.0,69977.0,130826.0,69834.0,90623.0,48037.0,25697.0,577196.0,37.8,5450868.0,873.0,191500.0,40252.0,825855.0,114460.0,401968.0,834294.0,292979.0,76625.0,50039.0,27,2016
260,Mississippi,42009.0,22500.0,1349864.0,1339614.0,1221828.0,117786.0,16193.0,27250.0,9970.0,23826.0,9175.0,4810.0,620007.0,36.9,2986220.0,740.0,109300.0,26200.0,473078.0,121062.0,177536.0,259993.0,112174.0,26246.0,18905.0,28,2017
261,Missouri,51542.0,28282.0,3062657.0,3043312.0,2867393.0,175919.0,57480.0,100129.0,54766.0,75821.0,36716.0,20433.0,861679.0,38.4,6075300.0,784.0,145400.0,33469.0,1079154.0,189730.0,315780.0,718198.0,318072.0,70213.0,49226.0,29,2017
262,Montana,50801.0,28706.0,526388.0,523071.0,497995.0,25076.0,7766.0,15835.0,5837.0,11789.0,6314.0,2575.0,144198.0,39.8,1029862.0,751.0,209100.0,3264.0,174647.0,31676.0,61718.0,145089.0,49649.0,12630.0,8940.0,30,2017
263,Nebraska,56675.0,29866.0,1031005.0,1026097.0,987216.0,38881.0,19513.0,33843.0,18853.0,25160.0,11360.0,6499.0,220330.0,36.3,1893921.0,773.0,142400.0,13699.0,286241.0,42991.0,126111.0,251182.0,88669.0,21989.0,15612.0,31,2017
264,Nevada,55434.0,28450.0,1465320.0,1457643.0,1341358.0,116285.0,22483.0,36048.0,19267.0,27728.0,11377.0,6176.0,405263.0,37.7,2887725.0,1017.0,216400.0,30781.0,476520.0,80331.0,159428.0,306611.0,111435.0,30932.0,17143.0,32,2017
265,New Hampshire,71305.0,36914.0,748779.0,746990.0,713424.0,33566.0,15103.0,38562.0,19818.0,18490.0,10582.0,5778.0,104470.0,42.7,1331848.0,1052.0,244900.0,5158.0,223845.0,39046.0,94088.0,209224.0,97891.0,18073.0,13370.0,33,2017
266,New Jersey,76475.0,39069.0,4724242.0,4716191.0,4388024.0,328167.0,134579.0,207150.0,128223.0,129629.0,74873.0,43291.0,938252.0,39.6,8960161.0,1249.0,321100.0,81641.0,1564815.0,157782.0,400424.0,1439971.0,658970.0,154079.0,94816.0,34,2017
267,New Mexico,46718.0,25257.0,962123.0,952911.0,879201.0,73710.0,13526.0,35427.0,12258.0,18722.0,12246.0,5343.0,420293.0,37.3,2084828.0,809.0,163900.0,18090.0,300829.0,64185.0,112855.0,208790.0,115064.0,22601.0,24839.0,35,2017
268,Alabama,46472.0,25746.0,2233209.0,2220900.0,2055509.0,165391.0,33527.0,73666.0,29673.0,47451.0,23163.0,12308.0,849699.0,38.7,4850771.0,747.0,132100.0,41118.0,831994.0,180557.0,267245.0,503930.0,216001.0,49452.0,34195.0,01,2017
269,Alaska,76114.0,35065.0,400622.0,383593.0,354045.0,29548.0,5546.0,14363.0,4694.0,8081.0,5184.0,1477.0,73380.0,33.9,738565.0,1200.0,261900.0,3451.0,106162.0,25131.0,40210.0,88308.0,35770.0,8878.0,4865.0,02,2017
270,Arizona,53510.0,27964.0,3197116.0,3179802.0,2953891.0,225911.0,67143.0,122795.0,62453.0,78706.0,36679.0,19599.0,1128046.0,37.2,6809946.0,972.0,193200.0,65604.0,909646.0,181693.0,386977.0,802435.0,347309.0,79689.0,55224.0,04,2017
271,Arkansas,43813.0,24426.0,1366102.0,1361664.0,1276536.0,85128.0,19560.0,33933.0,17212.0,25018.0,12366.0,6927.0,524211.0,37.9,2977944.0,709.0,118500.0,23003.0,557723.0,123763.0,132221.0,280677.0,111094.0,26156.0,19501.0,05,2017
272,California,67169.0,33128.0,19612777.0,19485061.0,17993915.0,1491146.0,401695.0,872286.0,457804.0,506067.0,301041.0,144998.0,5773408.0,36.1,38982847.0,1358.0,443400.0,691906.0,4752859.0,592683.0,2021944.0,5291984.0,2135376.0,616368.0,410003.0,06,2017
273,New York,62765.0,35752.0,10176202.0,10152999.0,9467631.0,685368.0,237221.0,320677.0,173929.0,254383.0,123935.0,58658.0,2908471.0,38.4,19798228.0,1194.0,293000.0,268719.0,3061197.0,530090.0,1184118.0,2718987.0,1516018.0,381597.0,204211.0,36,2017
274,North Carolina,50320.0,28123.0,5019831.0,4923307.0,4571020.0,352287.0,89033.0,175452.0,94320.0,121809.0,67305.0,35349.0,1579871.0,38.4,10052564.0,844.0,161000.0,83671.0,1476541.0,295201.0,627997.0,1303604.0,520695.0,110809.0,90608.0,37,2017
275,North Dakota,61285.0,34256.0,417893.0,411539.0,400454.0,11085.0,6678.0,12895.0,4698.0,9887.0,4313.0,2030.0,79374.0,35.1,745475.0,775.0,174100.0,2796.0,113490.0,18163.0,65775.0,102497.0,26075.0,6583.0,5115.0,38,2017
276,Ohio,52407.0,29011.0,5875255.0,5866915.0,5488180.0,378735.0,113948.0,213929.0,102239.0,141094.0,67517.0,35522.0,1683890.0,39.3,11609756.0,764.0,135100.0,67808.0,2342883.0,303725.0,672658.0,1341204.0,591026.0,129078.0,87319.0,39,2017
277,Oklahoma,49767.0,26461.0,1869043.0,1851794.0,1746419.0,105375.0,30469.0,53833.0,23804.0,42084.0,16526.0,8026.0,612714.0,36.3,3896251.0,766.0,125800.0,25161.0,676024.0,127731.0,193857.0,422888.0,151995.0,34617.0,24864.0,40,2017
278,Oregon,56119.0,30410.0,2026747.0,2024122.0,1885983.0,138139.0,37029.0,89073.0,42321.0,48104.0,30609.0,14411.0,587248.0,39.2,4025127.0,988.0,265700.0,30325.0,529960.0,125961.0,242247.0,561492.0,238020.0,59677.0,43738.0,41,2017
279,Pennsylvania,56951.0,31476.0,6523666.0,6518993.0,6096977.0,422016.0,139673.0,241516.0,119139.0,160169.0,87243.0,43016.0,1623537.0,40.7,12790505.0,885.0,170500.0,88660.0,2811564.0,350222.0,724522.0,1621733.0,752518.0,171742.0,127226.0,42,2017
